distance,model_sum,groundtruth_sum
"(588.285, 615.086]",0.0002294035000084167,0.00020374892295021461
"(615.086, 642.646]",0.00020082593089474021,0.00018900687327475974
"(642.646, 682.597]",0.00029908579181984704,0.000184227070496382
"(682.597, 719.953]",0.0002924307414783059,0.00021621254072811403
"(719.953, 751.526]",0.00034488819711162987,1.1178273180785266e-05
"(751.526, 793.324]",0.0001640274172415129,0.0002854005663387295
"(793.324, 833.953]",0.00010100017577162367,5.903718058029875e-05
"(833.953, 890.199]",0.00014758552816241142,3.1599699242207607e-05
"(890.199, 954.627]",0.00019886856314722812,5.871926391952898e-05
"(954.627, 1021.641]",0.00036524482168575565,2.9576525320947002e-06
"(1021.641, 1127.411]",0.00018203520051862415,0.00019421037478485555
"(1127.411, 1514.706]",0.00013505837457833406,6.0018923207608736e-05
