distance,model_sum,groundtruth_sum,benchmark_sum
"(14.523, 14.836]",0.0039585632699180254,0.0038462157064887096,0.0019419495786662968
"(14.836, 15.156]",0.003071133831850906,0.0035025703072309447,0.0015874667190684806
"(15.156, 15.473]",0.0035619467612846762,0.004490054747201423,0.00206332142733294
"(15.473, 15.797]",0.0030082260467315606,0.0035572412976864875,0.001828283879121345
"(15.797, 16.125]",0.0030574725965535343,0.0034367714734424813,0.0015084786905711412
"(16.125, 16.426]",0.0030572522540487385,0.0030892669873219805,0.001737736626941468
"(16.426, 16.749]",0.002961182921957549,0.003400789564386434,0.001180967352899246
"(16.749, 17.059]",0.0030942697948545175,0.0032268367556196774,0.0014121518265499957
"(17.059, 17.378]",0.002604668749197127,0.0027720395520163385,0.001115465085364867
"(17.378, 17.704]",0.002757476276273365,0.003050660313671775,0.001512331765131987
"(17.704, 18.024]",0.002792400563283579,0.0030124446793389965,0.0016105851664335556
"(18.024, 18.341]",0.002648076222641999,0.002286486713194046,0.0014449029603171852
"(18.341, 18.659]",0.002489539790441057,0.002899889399742041,0.0010865670261585234
"(18.659, 18.989]",0.0022438578975931766,0.003111648288374116,0.0014371968111954935
"(18.989, 19.311]",0.002195052032780795,0.00218291147455208,0.0008669417761903111
"(19.311, 19.639]",0.0025568544256563287,0.001972320934633203,0.0013312372607722333
"(19.639, 19.982]",0.002462437662351112,0.0024111196874687197,0.0011077589362431754
"(19.982, 20.313]",0.002025498475340038,0.0024521135343723707,0.0012541757695553168
"(20.313, 20.659]",0.001977794323051638,0.0022479718842004794,0.0010056524603807607
"(20.659, 21.0]",0.0018315970711192892,0.0023712897123326928,0.0009440032674072277
"(21.0, 21.344]",0.0018520889240653455,0.002208744404333314,0.0010807874143172545
"(21.344, 21.704]",0.002051829404663197,0.0025678344962522864,0.0009574890283701879
"(21.704, 22.058]",0.0015457026711460829,0.002052776227238128,0.0006897003463914031
"(22.058, 22.405]",0.0018182663495791129,0.0021154028687166487,0.0011482162191320565
"(22.405, 22.778]",0.0016770268040046808,0.0021465733332915833,0.0007031861073543634
"(22.778, 23.156]",0.0015863558632810012,0.0017319735169756408,0.0007918068222538175
"(23.156, 23.529]",0.0015930763096772887,0.0023284065538233516,0.0009151052082008839
"(23.529, 23.903]",0.0014038020980572624,0.0018643647969017643,0.0005721815722856054
"(23.903, 24.293]",0.0014185650458786148,0.001951578438124294,0.0004854873946665742
"(24.293, 24.694]",0.0012578251886297097,0.001732850549683207,0.0006126388551744865
"(24.694, 25.083]",0.0013766999699673164,0.0017036614242324744,0.0005933734823702574
"(25.083, 25.48]",0.0012267568954534309,0.0014098620727737566,0.0007070391819152093
"(25.48, 25.903]",0.0013584115420692232,0.0018422807544268504,0.0008110721950580467
"(25.903, 26.307]",0.001250884399728626,0.0013787190167435196,0.0007166718683173239
"(26.307, 26.728]",0.0011258400282567228,0.0017305606791820137,0.0007243780174390154
"(26.728, 27.172]",0.0012048328162261985,0.0016980181333501251,0.0005047527674708033
"(27.172, 27.613]",0.001071195087067239,0.001477282230959059,0.0008534560152273507
"(27.613, 28.072]",0.0009299555414928073,0.0012557364626659515,0.00044888318633853886
"(28.072, 28.537]",0.001074059539629591,0.0010463081325108256,0.0005606223486030678
"(28.537, 29.02]",0.0009040652971792414,0.0011624842978915915,0.00031595211398935787
"(29.02, 29.508]",0.0008969041657733614,0.001310044819203215,0.0005933734823702574
"(29.508, 30.008]",0.0009598119508927067,0.0011527453100433223,0.00035255632231739317
"(30.008, 30.531]",0.0007515882838601979,0.000976279541360877,0.00045080972361896183
"(30.531, 31.055]",0.0007796819532217269,0.0011591872594406932,0.0005914469450898345
"(31.055, 31.61]",0.0008642934750635081,0.000910131363736321,0.0004045728288888119
"(31.61, 32.159]",0.0007561053052085223,0.0007398243987583382,0.00023118447365074962
"(32.159, 32.722]",0.0006519934716922678,0.0010956261413601542,0.00036796862056077647
"(32.722, 33.318]",0.0006373406951233136,0.0006776425491216297,0.0003718216951216223
"(33.318, 33.942]",0.0005456782131280505,0.0009911355835468699,0.0002254048618094809
"(33.942, 34.577]",0.0005511867757479582,0.0007082784426874959,0.0004296178135343098
"(34.577, 35.243]",0.000643400114005212,0.0008578872663012596,0.0002388906227724413
"(35.243, 35.953]",0.0005865517477677651,0.0006358248493265954,0.00019843333988356007
"(35.953, 36.688]",0.0005319068065782814,0.0008101903239113317,0.0001406372214708727
"(36.688, 37.433]",0.00048310094176589973,0.0005628863919993658,0.00012715146050791228
"(37.433, 38.256]",0.0005196777975620864,0.0004457713007076929,0.0002716417565396308
"(38.256, 39.126]",0.0005219913938624477,0.00047373750095969615,0.00014256375875129558
"(39.126, 40.055]",0.0005234236201436237,0.00048805336909992034,0.00011751877410579773
"(40.055, 41.052]",0.00042526103425686955,0.0004114339673612779,0.0001541229824338331
"(41.052, 42.126]",0.0004009131874768778,0.0003070037793217118,0.00011944531138622063
"(42.126, 43.271]",0.00038945537722746994,0.0002554721807074699,0.00012715146050791228
"(43.271, 44.547]",0.00035166663765490353,0.00028847317554178415,0.00010017993858199151
"(44.547, 45.989]",0.00041270151148348015,0.0003422204847176488,0.00026393560741793916
"(45.989, 47.528]",0.0004341849057011199,0.00023515967925009785,0.0003448501731957015
"(47.528, 49.428]",0.00041710836157940625,0.00021955351981413538,0.00011751877410579773
"(49.428, 51.466]",0.00045721069745233384,0.0003334893766859041,0.0001444902960317185
"(51.466, 54.047]",0.0005180252287761141,0.00019842823810414285,0.0001965068026031372
"(54.047, 57.445]",0.0005033724522071598,5.587720719024778e-05,5.3943043851841587e-05
"(57.445, 61.969]",0.00047285501529287157,0.00017326710635911114,3.082459648676662e-05
"(61.969, 69.585]",0.0004860755655806498,7.748888596376645e-05,0.00013871068419044974
"(69.585, 127.43]",0.00036444650293308926,9.931857946730402e-05,1.7338835523806225e-05
