year,pkt_inland_yr_capita,country,gdp_capita,tw
2013,1.017170557872784,Argentina,10.859228443880196,0
2014,1.0169643423706554,Argentina,10.476635613927497,0
2015,1.033974673940801,Argentina,10.653579189413449,0
2016,1.076552932793969,Argentina,10.355319610312327,0
2017,1.110325041991943,Argentina,10.546913757331165,0
1991,1.747628314278764,Russia,9.071403917272256,1
1992,1.4572432538156996,Russia,7.738955989620217,1
1993,1.3636351382317657,Russia,7.063099644679577,1
1994,1.3159037135403677,Russia,6.176326305230824,1
1995,1.2767309599465615,Russia,5.925281373359146,1
1996,1.2286432330547694,Russia,5.7199207949959385,1
1997,1.2165098490489408,Russia,5.811424412885839,1
1998,1.1666044611532225,Russia,5.517200219878818,1
1999,1.1715061667891857,Russia,5.888082079534394,1
2000,1.1857245312660019,Russia,6.4994964438063505,1
2001,1.1788714333715054,Russia,6.857335024280032,1
2002,1.1736654363155574,Russia,7.213042769047488,1
2003,1.1464895478213968,Russia,7.771674553846181,1
2004,1.1692173152601661,Russia,8.36000459648132,1
2005,0.9884111030680997,Russia,8.918370095490944,1
2006,0.9463609547917409,Russia,9.663616702416007,1
2007,1.0447279884969218,Russia,10.498443079928682,1
2008,1.0603704039818778,Russia,11.050708414631167,1
2009,0.9858575146343677,Russia,10.18090100292949,1
2010,0.9801294963026016,Russia,10.62814948365709,1
2011,0.9642596187971024,Russia,11.17239269643814,1
2012,0.9257746850563219,Russia,11.557440924187814,1
2013,0.8756556383162931,Russia,11.736801943043046,1
2014,0.8803304185532091,Russia,11.795702436448002,1
2015,0.8733455185019139,Russia,11.436792289396315,1
2016,0.856492858372053,Russia,11.388290896306573,1
2017,0.8482237339380196,Russia,11.555560118618155,1
2018,0.8432623821482975,Russia,11.799579051666907,1
2001,5.607785184253552,South Korea,15.557076542881136,0
2002,5.103229166666667,South Korea,16.610977172851562,0
2003,4.949358695426949,South Korea,17.0057431956089,0
2004,3.9218650114449507,South Korea,17.753652206407367,0
2005,4.122687419149504,South Korea,18.371449185383128,0
2006,4.180421440261865,South Korea,19.251623325379118,0
2007,4.183909452431936,South Korea,20.239237896878507,0
2008,6.235208002927913,South Korea,20.749644853871885,0
2009,6.297991772549496,South Korea,20.826580097004378,0
2010,7.64669196302426,South Korea,22.090557851226638,0
2011,7.297593701040452,South Korea,22.793451970527606,0
2012,7.095343680709534,South Korea,23.187885096588413,0
2013,7.149088308902396,South Korea,23.724389238190472,0
2014,7.2817736326272335,South Korea,24.39020225001482,0
2015,7.438443224524329,South Korea,24.96468912712379,0
2016,7.334189827981876,South Korea,25.61534039609404,0
2017,7.4732660090809455,South Korea,26.341493390658027,0
1980,14.96205703428681,U.S.,28.4525324645878,0
1985,14.651692307692308,U.S.,31.960793350441786,0
1990,15.337593209582739,U.S.,35.95277283015032,0
1991,14.68208801008883,U.S.,35.58471684962815,0
1992,14.595581168212117,U.S.,36.49830286493496,0
1993,14.529645669898125,U.S.,37.13333639975032,0
1994,14.640243135131426,U.S.,38.23356455750626,0
1995,14.705714199514263,U.S.,38.84020611418782,0
1996,14.851077943615257,U.S.,39.83812357920137,0
1997,15.009451114039026,U.S.,41.10802166984403,0
1998,15.278379213227945,U.S.,42.39724933565004,0
1999,15.354635466777717,U.S.,43.84619008101835,0
2000,15.455129547656997,U.S.,45.12801281166692,0
2001,15.304306273892513,U.S.,45.104616755765825,0
2002,15.492468993556786,U.S.,45.48339019407092,0
2003,15.468873354128139,U.S.,46.350677563523064,0
2004,15.57855347095141,U.S.,47.68761570906945,0
2005,15.533468477324961,U.S.,48.84198584865285,0
2006,15.213907891952855,U.S.,49.678776239761014,0
2007,19.448291462635723,U.S.,50.08314659373669,0
2008,18.63104064108394,U.S.,49.463534510241004,0
2009,19.539065254580358,U.S.,47.647602403055096,0
2010,19.383882774399677,U.S.,48.5162397384318,0
2011,19.405681934887543,U.S.,48.861795570175296,0
2012,19.49286087299869,U.S.,49.56960524440843,0
2013,19.477179275666007,U.S.,50.10664930045259,0
2014,19.39849312618264,U.S.,50.969254974927274,0
2015,19.92359033028129,U.S.,52.077291155049586,0
2016,20.160165440721265,U.S.,52.54335916216241,0
2017,20.174111386252797,U.S.,53.36642123406187,0
